date,amount_usd,amount_idr,description,category,is_split,rate
2024-01-14,3.61,56080.0,$3.61 FB Ads,Amarose op expense,False,15534.678423689
2024-01-14,3.49,54216.0,$3.49 FB Ads,Amarose op expense,False,15534.678423689
2024-01-14,16.16,251040.0,$16.16 Fb ads,Amarose op expense,False,15534.678423689
2024-01-14,2.33,36196.0,$2.33 Fb ads,Amarose op expense,False,15534.678423689
2024-01-15,15.0,233253.0,$15 Taco Villa lunch,personal,False,15550.201018359
2024-01-16,224.75,3499953.0,3.5mm service Aeromax bike,Amarose maintainance,False,15572.64827595
2024-01-16,10.0,155726.0,$10 gas,law firm,False,15572.64827595
2024-01-16,174.0,2709641.0,$174 Amazing Lash,personal,False,15572.64827595
2024-01-16,275.0,4282478.0,$275 to Brussels mtg with Doug,Amarose travel expense,False,15572.64827595
2024-01-17,12.95,202222.0,$12.95 Efax,law firm,False,15615.630404131
2024-01-17,39.0,609010.0,$39 Aims,personal,False,15615.630404131
2024-01-17,488.0,7620428.0,$488 Suzanne salary final pd via Akasha,Amarose op expense,False,15615.630404131
2024-01-17,70.0,1093094.0,$70 Walmart,personal,False,15615.630404131
2024-01-18,34.0,530466.0,$34 Hayushi lunch,personal,False,15601.935333516
2024-01-18,1.64,25587.0,$1.64 Fb ads,Amarose operating expense,False,15601.935333516
2024-01-18,78.0,1216951.0,$78 Sugaring NYC,personal,False,15601.935333516
2024-01-18,800.0,12481548.0,$800 loan repayment to Suzanne,Amarose,False,15601.935333516
2024-01-18,34.0,530466.0,$34 dinner at Rudyâ€™s,law firm,False,15601.935333516
2024-01-18,200.0,3120387.0,$200 ATM withdrawal,personal,False,15601.935333516
2024-01-19,68.0,1059613.0,$68 Casetext,law firm,False,15582.545233602
2024-01-19,335.0,5220153.0,$335 hotel Basel,personal,False,15582.545233602
2024-01-19,8.5,132452.0,$17 zoom,law firm,True,15582.545233602
2024-01-19,8.5,132452.0,$17 zoom,Amarose,True,15582.545233602
2024-01-19,23.0,358399.0,$23 drinks airport,personal,False,15582.545233602
2024-01-19,84.0,1308934.0,$84 Walgreens,personal,False,15582.545233602
2024-01-19,38.0,592137.0,$38 luggage store,Lako,False,15582.545233602
2024-01-20,4.0,62330.0,$4 Redbull at airport in London,personal,False,15582.545051782
2024-01-20,146.0,2275052.0,$146 dinner at Rein,personal,False,15582.545051782
2024-01-21,64.0,997487.0,$64 groceries in Basel,personal,False,15585.736871327
2024-01-21,51.0,794873.0,$51 dinner La Manufacturer,personal,False,15585.736871327
2024-01-22,4100.0,64004100.0,"$4,100 loan from Suzanne to Akasha",personal loan,False,15610.756024749
2024-01-22,45.0,702484.0,$45 Whitney wire fees,Amarose op expense,False,15610.756024749
2024-01-22,25.0,390269.0,$25 OCBC  wire fees,Amarose op expense,False,15610.756024749
2024-01-22,41.25,643944.0,644k Sunset Vet,personal,False,15610.756024749
2024-01-22,4.32,67438.0,$4.32 Prime Video,personal,False,15610.756024749
2024-01-22,138.0,2154284.0,$138 Dinner at ALTE Post,personal,False,15610.756024749
2024-01-23,21.0,327835.0,$21 drinks at Mister Wong,personal,False,15611.211021381
2024-01-23,28.0,437114.0,$28 drinks at airport,personal,False,15611.211021381
2024-01-23,192.17,3000006.0,3mm to Ira for groceries,Amarose op expense,False,15611.211021381
2024-01-23,1921.7,30000064.0,30mm to Ardana for yoga shala,Amarose project expense,False,15611.211021381
2024-01-23,45.0,702504.0,$45 Bolt,law firm,False,15611.211021381
2024-01-23,7.0,109278.0,$7 Redbull,personal,False,15611.211021381
2024-01-23,60.0,936673.0,$60 dinner with Doug Turner,law firm expense,False,15611.211021381
2024-01-23,1071.38,16725539.0,"16,725,600mm Unique Yoga for yoga equipment",Amarose project expenses,False,15611.211021381
2024-01-23,201.44,3144722.0,"3,144,800mm to Depo Bagus for FFE",Amarose project expense,False,15611.211021381
2024-01-24,15.0,235383.0,$15 hotel Redbull,personal,False,15692.196898237
2024-01-24,78.0,1223991.0,$78 Dinner with Doug Turner,law firm,False,15692.196898237
2024-01-24,45.0,706149.0,$45 drinks with Doug Turner,law firm,False,15692.196898237
2024-01-25,14.0,221307.0,$14 train tickets Brussels,law firm,False,15807.627585323
2024-01-25,17.0,268730.0,$17 snacks/drinks airport,personal,False,15807.627585323
2024-01-26,57.0,900430.0,$57 dinner in Dubai,personal,False,15797.017220088
2024-01-26,9.0,142173.0,$9 drinks,personal,False,15797.017220088
2024-01-26,9.0,142173.0,$9 FB Ads,Amarose op expense,False,15797.017220088
2024-01-27,24.0,379128.0,$24 FB Ads,Amarose op expense,False,15797.016498074
2024-01-27,94.95,1499927.0,1.5mm Nyoman photographer,Amarose op expense - marketing,False,15797.016498074
2024-01-27,379.82,6000023.0,6mm Feb salary  to Suzanne from OCBC,Amarose op expense,False,15797.016498074
2024-01-27,63.3,999951.0,1mm to Ira for petty cash for Suzanne,personal,False,15797.016498074
2024-01-27,227.89,3599982.0,3.6mm to Ira (2.6mm obat; 1mm petty cash),Amarose op expense,False,15797.016498074
2024-01-27,206.43,3260978.0,3.260.900mm to Depo Bagus for FFE,Amarose project expense,False,15797.016498074
2024-01-28,18.98,299945.0,300k Ardana airport pick up,personal,False,15803.237520602
2024-01-29,38.16,602562.0,$38.16 GoDaddy domains,VyKarious,False,15790.41596302
2024-01-29,14.44,228014.0,$14.44 FB ads,Amarose op expense,False,15790.41596302
2024-01-29,6.0,94742.0,$6 FB Ads,Amarose op expense,False,15790.41596302
2024-01-30,22.0,346786.0,$22 to Resya Gym,personal,False,15763.003563614
2024-01-30,253.76,4000020.0,4mm partial salary to Suzanne,Amarose op expense,False,15763.003563614
2024-01-30,174.46,2750014.0,2.750mm to Noel training,personal,False,15763.003563614
2024-01-30,1.27,20019.0,20k water,personal,False,15763.003563614
2024-01-30,12.69,200033.0,200k massage,personal,False,15763.003563614
2024-01-30,6.47,102065.0,$12.95 Express VPN,law firm,True,15763.003563614
2024-01-30,6.47,102065.0,$12.95 Express VPN,Amarose,True,15763.003563614
2024-01-31,285.44,4500062.0,4.5mm Ira for food and beverage,Amarose op expense,False,15765.351608207
