date,amount_usd,amount_idr,description,category,is_split,rate
2023-10-05,147.5,2301206.191725,$295 T-Mobile,Amarose,True,15601.39791
2023-10-05,147.5,2301206.191725,$295 T-Mobile,law firm,True,15601.39791
2023-10-05,35.0,546048.9268499999,Garmin $35,Lako,False,15601.39791
2023-10-05,16.0,249622.36656,$16 CVS,personal,False,15601.39791
2023-10-05,75.0,1170104.84325,$75 Dinner,personal,False,15601.39791
2023-10-06,2588.8726910178107,40368032.0,40.368.032mm to Riza for local taxes and CPA fee,Amarose,False,15592.89962
2023-10-06,19.0,296265.09278,$19 Microsoft,law firm,False,15592.89962
2023-10-06,364.0,5675815.46168,$364 airline tix easy jet Irakli,personal,False,15592.89962
2023-10-06,283.0,4412790.59246,$283 airline tix easy jet Suzanne to Lisbon,Lako,False,15592.89962
2023-10-06,468.0,7297477.02216,$468 hotel in Karlsruhe,personal,False,15592.89962
2023-10-06,275.0,4288047.3955,$275 southwest to Dallas,law firm,False,15592.89962
2023-10-06,78.0,1216246.17036,$78 sugaring,personal,False,15592.89962
2023-10-06,500.0,7796449.8100000005,$500 JG Creatives,Amarose,False,15592.89962
2023-10-06,641.3175383476239,10000000.0,10mm to Ardana for commission payment against Akasha build,Amarose,False,15592.89962
2023-10-06,11.0,171521.89582,$11 Spotify,personal,False,15592.89962
2023-10-07,678.0,10571986.54578,$678 booking in Lisbon,lako,False,15592.90051
2023-10-07,971.0,15140706.39521,$971 Qatar to Bali,lako,False,15592.90051
2023-10-07,14.0,218300.60713999998,$14 Apple,personal,False,15592.90051
2023-10-07,30.0,467787.01529999997,$30 cigs,personal,False,15592.90051
2023-10-07,13.0,202707.70663,$13 food,personal,False,15592.90051
2023-10-07,226.0,3523995.51526,$226 Buckle,personal,False,15592.90051
2023-10-07,149.0,2323342.17599,$149 Victoria Secret,personal,False,15592.90051
2023-10-07,31.0,483379.91581,$31 Amazon,personal,False,15592.90051
2023-10-07,356.0,5551072.58156,$356 luggage,Lako,False,15592.90051
2023-10-07,17.0,265079.30867,$17 Vitamins,personal,False,15592.90051
2023-10-07,184.0,2869093.69384,$184 Dillards,personal,False,15592.90051
2023-10-08,301.55186229791013,4700000.0,4.7mm Ira operating expenses,Amarose,False,15586.04203
2023-10-08,16.0,249376.67248,$16 baby gift Amazon,Personal,False,15586.04203
2023-10-08,50.0,779302.1015,$50 lunch,personal,False,15586.04203
2023-10-08,94.0,1465087.9508200001,$94 Walmart,personal,False,15586.04203
2023-10-08,43.0,670199.80729,$43 dinner,personal,False,15586.04203
2023-10-08,6415.9970701683005,100000000.0,100mm to Gusti for cafe,Amarose,False,15586.04203
2023-10-09,11.0,172232.97663,$11 Amazon,personal,False,15657.54333
2023-10-09,70.0,1096028.0331000001,$70 pharmacy,personal,False,15657.54333
2023-10-09,8.0,125260.34664,$8 eyeglass cleaner,personal,False,15657.54333
2023-10-09,450.0,7045894.4985,$450 1st American,personal,False,15657.54333
2023-10-09,400.0,6263017.332,$400 ATM withdrawal,personal,False,15657.54333
2023-10-09,119.0,1863247.6562700002,$119 eyelashes,personal,False,15657.54333
2023-10-09,15.0,234863.14995,$15 Hayushi,personal,False,15657.54333
2023-10-09,27.0,422753.66991,$27 lunch,personal,False,15657.54333
2023-10-09,100.0,1565754.333,$100 haircut,personal,False,15657.54333
2023-10-10,12.0,188586.5202,$12 Google,Amarose,False,15715.54335
2023-10-10,46.0,722914.9941,$46 cap,personal,False,15715.54335
2023-10-10,35.0,550044.01725,$35 drinks/food,personal,False,15715.54335
2023-10-10,37.0,581475.10395,$37 groceries/Bday Mom,personal,False,15715.54335
2023-10-12,17.0,266223.05915,$17 seat on EasyJet,personal,False,15660.17995
2023-10-12,33.0,516785.93835,$33 drinks/cigs,personal,False,15660.17995
2023-10-12,25.0,391504.49874999997,$25 Home Again for Charlie,personal,False,15660.17995
2023-10-12,12.0,187922.1594,$12 Apple,personal,False,15660.17995
2023-10-13,7.0,109651.766,Drinks $7,personal,False,15664.538
2023-10-13,38.5,603084.713,Dropbox $77,Amarose,True,15664.538
2023-10-13,38.5,603084.713,Dropbox $77,law firm,True,15664.538
2023-10-14,43.0,673575.12798,$43 breakfast,personal,False,15664.53786
2023-10-14,246.0,3853476.31356,$246 jacket,personal,False,15664.53786
2023-10-14,12.0,187974.45432000002,$12 bahama bucks,personal,False,15664.53786
2023-10-15,191.5500596367167,3000000.0,3mm Ira groceries,Amarose,False,15661.70225
2023-10-15,3192.500993945278,50000000.0,50mm Gusti cafe project,Amarose,False,15661.70225
2023-10-15,500.0,7830851.125,$500 to Kevin past due against September,Amarose,False,15661.70225
2023-10-15,500.0,7830851.125,$500 to Coates Media due against past due,Amarose,False,15661.70225
2023-10-16,57.0,894958.3383599999,$57 cigs,personal,False,15701.02348
2023-10-16,19.0,298319.44612,$19 drinks,personal,False,15701.02348
2023-10-17,10.577,165988.7924709,10 Euro Redbull,personal,False,15693.3717
2023-10-17,35.9618,564361.89440106,34 Euro train tix to Karlsruhe,Lako,False,15693.3717
2023-10-17,20.0,313867.434,$20 Vietnam flight,Lako,False,15693.3717
2023-10-17,107.0,1679190.7719,$107 KL flight,Lako,False,15693.3717
2023-10-17,77.0,1208389.6209,$77 hotel in Gili T,Lako,False,15693.3717
2023-10-17,46.0,721895.0982,$46 lunch,personal,False,15693.3717
2023-10-17,10.0,156933.717,$10 groceries,personal,False,15693.3717
2023-10-17,36.0,564961.3812,$36 dinner,personal,False,15693.3717
2023-10-18,18.0,282759.7869,$18 groceries,personal,False,15708.87705
2023-10-18,81.0,1272419.0410499999,$81 tix to Bali from Vietnam,Lako,False,15708.87705
2023-10-19,665.6771460034131,10522000.0,10.522mm to Ira for operational expenses including new towels and robes,Amarose,False,15806.46123
2023-10-19,6.0,94838.76738,$6 for Redbull,personal,False,15806.46123
2023-10-19,8.5,134354.920455,$17 Zoom,Amarose,True,15806.46123
2023-10-19,8.5,134354.920455,$17 Zoom,law firm,True,15806.46123
2023-10-19,68.0,1074839.36364,$68 Casetext,law firm,False,15806.46123
2023-10-20,43.0,681990.1867,$43 food,personal,False,15860.2369
2023-10-21,61.0,967474.46005,$61 food,personal,False,15860.23705
2023-10-21,7.0,111021.65935,$7 Redbull,personal,False,15860.23705
2023-10-22,52.0,824522.0594,$52 train tix,Lako,False,15856.19345
2023-10-22,38.0,602535.3511,$38 food,personal,False,15856.19345
2023-10-23,3.0,47740.07358,$3 Redbull,personal,False,15913.35786
2023-10-23,38.0,604707.59868,$38 food,personal,False,15913.35786
2023-10-24,273.6147977879094,4330000.0,4.330mm Ira for sheets maintenance,Amarose,False,15825.16748
2023-10-24,178.0,2816879.81144,$178 rental car,Personal,False,15825.16748
2023-10-24,106.0,1677467.75288,$106 groceries,personal,False,15825.16748
2023-10-24,33.0,522230.52684,$33 cigarettes,personal,False,15825.16748
2023-10-24,105.0,1661642.5854,$210 UPS renewal,law firm,True,15825.16748
2023-10-24,105.0,1661642.5854,$210 UPS renewal,Amarose,True,15825.16748
2023-10-24,186.0,2943481.15128,$186 SOS,law firm,False,15825.16748
2023-10-24,5.0,79125.8374,$5 SOS,law firm,False,15825.16748
2023-10-26,1803.2853564596005,28669000.0,Ardana 28.669mm for cafe project expenses,Amarose,False,15898.20485
2023-10-27,276.349329489351,4400000.0,Ira 4.4mm operational expenses,Amarose,False,15921.87688
2023-10-27,500.0,7960938.4399999995,$500 Coates Media past due,Amarose,False,15921.87688
2023-10-27,500.0,7960938.4399999995,$500 Kevin past due for September,Amarose,False,15921.87688
2023-10-28,94.0,1496656.46902,"$94 Cigs, groceries and train tix",personal,False,15921.87733
2023-10-28,250.0,3980469.3325,$250 miscellaneous,personal,False,15921.87733
2023-10-28,54.0,859781.37582,$54 hotel taxes,Lako,False,15921.87733
2023-10-29,33.0,525273.01497,$33 food,personal,False,15917.36409
2023-10-29,7.0,111421.54862999999,$7 bolt,Lako,False,15917.36409
2023-10-29,7.0,111421.54862999999,$7 Redbull,personal,False,15917.36409
2023-10-29,6.5,103462.866585,$13 VPN,Amarose,True,15917.36409
2023-10-29,6.5,103462.866585,$13 VPN,law firm,True,15917.36409
2023-10-31,5.0,79340.32764999999,$5 dance class,personal,False,15868.06553
2023-10-31,25.0,396701.63825,$25 dinner/drinks,personal,False,15868.06553
2023-10-31,189.0589621229022,3000000.0,3mm Suzanne partial salary against October,Amarose,False,15868.06553
2023-10-31,10.0,158680.65529999998,$10 metro tix,Lako,False,15868.06553
2023-10-31,20.0,317361.31059999997,$20 groceries,personal,False,15868.06553
